DataSource,Area,DatasetType,Period,Season,VariableName,VariableUnit,VariableValue
ODAT,01. SOLWAY                     ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Wi,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Sp,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Su,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Au,sea surface salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Wi,sea surface salinity,,34.73
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Wi,sea surface salinity,,34.66
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Wi,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Sp,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Su,sea surface salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Au,sea surface salinity,,-99
ODAT,01. SOLWAY                     ,Dataset Average,1971-2016,Wi,sea bottom salinity,,33.88
ODAT,01. SOLWAY                     ,Dataset Average,1971-2016,Sp,sea bottom salinity,,33.91
ODAT,01. SOLWAY                     ,Dataset Average,1971-2016,Su,sea bottom salinity,,33.92
ODAT,01. SOLWAY                     ,Dataset Average,1971-2016,Au,sea bottom salinity,,33.88
ODAT,02. CLYDE                      ,Dataset Average,1971-2016,Wi,sea bottom salinity,,33.71
ODAT,02. CLYDE                      ,Dataset Average,1971-2016,Sp,sea bottom salinity,,33.63
ODAT,02. CLYDE                      ,Dataset Average,1971-2016,Su,sea bottom salinity,,33.68
ODAT,02. CLYDE                      ,Dataset Average,1971-2016,Au,sea bottom salinity,,33.73
ODAT,03. ARGYLL                     ,Dataset Average,1971-2016,Wi,sea bottom salinity,,34.91
ODAT,03. ARGYLL                     ,Dataset Average,1971-2016,Sp,sea bottom salinity,,34.84
ODAT,03. ARGYLL                     ,Dataset Average,1971-2016,Su,sea bottom salinity,,34.85
ODAT,03. ARGYLL                     ,Dataset Average,1971-2016,Au,sea bottom salinity,,34.84
ODAT,04. WEST HIGHLANDS             ,Dataset Average,1971-2016,Wi,sea bottom salinity,,34.65
ODAT,04. WEST HIGHLANDS             ,Dataset Average,1971-2016,Sp,sea bottom salinity,,34.68
ODAT,04. WEST HIGHLANDS             ,Dataset Average,1971-2016,Su,sea bottom salinity,,34.76
ODAT,04. WEST HIGHLANDS             ,Dataset Average,1971-2016,Au,sea bottom salinity,,34.7
ODAT,05. OUTER HEBRIDES             ,Dataset Average,1971-2016,Wi,sea bottom salinity,,35.02
ODAT,05. OUTER HEBRIDES             ,Dataset Average,1971-2016,Sp,sea bottom salinity,,35.2
ODAT,05. OUTER HEBRIDES             ,Dataset Average,1971-2016,Su,sea bottom salinity,,35.13
ODAT,05. OUTER HEBRIDES             ,Dataset Average,1971-2016,Au,sea bottom salinity,,35.04
ODAT,06. NORTH COAST                ,Dataset Average,1971-2016,Wi,sea bottom salinity,,34.75
ODAT,06. NORTH COAST                ,Dataset Average,1971-2016,Sp,sea bottom salinity,,34.73
ODAT,06. NORTH COAST                ,Dataset Average,1971-2016,Su,sea bottom salinity,,34.83
ODAT,06. NORTH COAST                ,Dataset Average,1971-2016,Au,sea bottom salinity,,34.83
ODAT,07. ORKNEY ISLANDS             ,Dataset Average,1971-2016,Wi,sea bottom salinity,,34.87
ODAT,07. ORKNEY ISLANDS             ,Dataset Average,1971-2016,Sp,sea bottom salinity,,34.91
ODAT,07. ORKNEY ISLANDS             ,Dataset Average,1971-2016,Su,sea bottom salinity,,34.94
ODAT,07. ORKNEY ISLANDS             ,Dataset Average,1971-2016,Au,sea bottom salinity,,34.91
ODAT,08. SHETLAND ISLES             ,Dataset Average,1971-2016,Wi,sea bottom salinity,,35.24
ODAT,08. SHETLAND ISLES             ,Dataset Average,1971-2016,Sp,sea bottom salinity,,35.28
ODAT,08. SHETLAND ISLES             ,Dataset Average,1971-2016,Su,sea bottom salinity,,35.25
ODAT,08. SHETLAND ISLES             ,Dataset Average,1971-2016,Au,sea bottom salinity,,35.24
ODAT,09. MORAY FIRTH                ,Dataset Average,1971-2016,Wi,sea bottom salinity,,34.71
ODAT,09. MORAY FIRTH                ,Dataset Average,1971-2016,Sp,sea bottom salinity,,34.77
ODAT,09. MORAY FIRTH                ,Dataset Average,1971-2016,Su,sea bottom salinity,,34.86
ODAT,09. MORAY FIRTH                ,Dataset Average,1971-2016,Au,sea bottom salinity,,34.83
ODAT,10. NORTH EAST                 ,Dataset Average,1971-2016,Wi,sea bottom salinity,,34.57
ODAT,10. NORTH EAST                 ,Dataset Average,1971-2016,Sp,sea bottom salinity,,34.56
ODAT,10. NORTH EAST                 ,Dataset Average,1971-2016,Su,sea bottom salinity,,34.74
ODAT,10. NORTH EAST                 ,Dataset Average,1971-2016,Au,sea bottom salinity,,34.77
ODAT,11. FORTH AND TAY              ,Dataset Average,1971-2016,Wi,sea bottom salinity,,34.41
ODAT,11. FORTH AND TAY              ,Dataset Average,1971-2016,Sp,sea bottom salinity,,34.33
ODAT,11. FORTH AND TAY              ,Dataset Average,1971-2016,Su,sea bottom salinity,,34.47
ODAT,11. FORTH AND TAY              ,Dataset Average,1971-2016,Au,sea bottom salinity,,34.49
ODAT,01. SOLWAY                     ,Climatological Average,1981-2010,Wi,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Climatological Average,1981-2010,Sp,sea bottom salinity,,34.02
ODAT,01. SOLWAY                     ,Climatological Average,1981-2010,Su,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Climatological Average,1981-2010,Au,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Climatological Average,1981-2010,Wi,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Climatological Average,1981-2010,Sp,sea bottom salinity,,33.64
ODAT,02. CLYDE                      ,Climatological Average,1981-2010,Su,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Climatological Average,1981-2010,Au,sea bottom salinity,,33.71
ODAT,03. ARGYLL                     ,Climatological Average,1981-2010,Wi,sea bottom salinity,,34.97
ODAT,03. ARGYLL                     ,Climatological Average,1981-2010,Sp,sea bottom salinity,,34.81
ODAT,03. ARGYLL                     ,Climatological Average,1981-2010,Su,sea bottom salinity,,34.88
ODAT,03. ARGYLL                     ,Climatological Average,1981-2010,Au,sea bottom salinity,,34.84
ODAT,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Wi,sea bottom salinity,,34.67
ODAT,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Sp,sea bottom salinity,,34.68
ODAT,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Su,sea bottom salinity,,34.74
ODAT,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Au,sea bottom salinity,,34.71
ODAT,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Wi,sea bottom salinity,,35.01
ODAT,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Sp,sea bottom salinity,,35.24
ODAT,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Su,sea bottom salinity,,35.13
ODAT,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Au,sea bottom salinity,,35.01
ODAT,06. NORTH COAST                ,Climatological Average,1981-2010,Wi,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Climatological Average,1981-2010,Sp,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Climatological Average,1981-2010,Su,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Climatological Average,1981-2010,Au,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Wi,sea bottom salinity,,34.87
ODAT,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Sp,sea bottom salinity,,34.9
ODAT,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Su,sea bottom salinity,,34.94
ODAT,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Au,sea bottom salinity,,34.92
ODAT,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Wi,sea bottom salinity,,35.25
ODAT,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Sp,sea bottom salinity,,35.29
ODAT,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Su,sea bottom salinity,,35.26
ODAT,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Au,sea bottom salinity,,35.25
ODAT,09. MORAY FIRTH                ,Climatological Average,1981-2010,Wi,sea bottom salinity,,34.72
ODAT,09. MORAY FIRTH                ,Climatological Average,1981-2010,Sp,sea bottom salinity,,34.72
ODAT,09. MORAY FIRTH                ,Climatological Average,1981-2010,Su,sea bottom salinity,,34.85
ODAT,09. MORAY FIRTH                ,Climatological Average,1981-2010,Au,sea bottom salinity,,34.86
ODAT,10. NORTH EAST                 ,Climatological Average,1981-2010,Wi,sea bottom salinity,,34.55
ODAT,10. NORTH EAST                 ,Climatological Average,1981-2010,Sp,sea bottom salinity,,34.54
ODAT,10. NORTH EAST                 ,Climatological Average,1981-2010,Su,sea bottom salinity,,34.71
ODAT,10. NORTH EAST                 ,Climatological Average,1981-2010,Au,sea bottom salinity,,34.75
ODAT,11. FORTH AND TAY              ,Climatological Average,1981-2010,Wi,sea bottom salinity,,34.42
ODAT,11. FORTH AND TAY              ,Climatological Average,1981-2010,Sp,sea bottom salinity,,34.28
ODAT,11. FORTH AND TAY              ,Climatological Average,1981-2010,Su,sea bottom salinity,,34.49
ODAT,11. FORTH AND TAY              ,Climatological Average,1981-2010,Au,sea bottom salinity,,34.53
ODAT,01. SOLWAY                     ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Wi,sea bottom salinity,,34.73
ODAT,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Wi,sea bottom salinity,,34.97
ODAT,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Wi,sea bottom salinity,,34.98
ODAT,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Sp,sea bottom salinity,,34.95
ODAT,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Su,sea bottom salinity,,34.95
ODAT,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Au,sea bottom salinity,,34.91
ODAT,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Su,sea bottom salinity,,35.26
ODAT,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Au,sea bottom salinity,,35.25
ODAT,09. MORAY FIRTH                ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Decadal Average,2006-2015,Wi,sea bottom salinity,,34.5
ODAT,10. NORTH EAST                 ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Decadal Average,2006-2015,Su,sea bottom salinity,,34.73
ODAT,10. NORTH EAST                 ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Decadal Average,2006-2015,Wi,sea bottom salinity,,34.43
ODAT,11. FORTH AND TAY              ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Wi,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Sp,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Su,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2015,Au,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,01. SOLWAY                     ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,02. CLYDE                      ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,03. ARGYLL                     ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,04. WEST HIGHLANDS             ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,05. OUTER HEBRIDES             ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,06. NORTH COAST                ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Wi,sea bottom salinity,,34.76
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,07. ORKNEY ISLANDS             ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,08. SHETLAND ISLES             ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Wi,sea bottom salinity,,34.65
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,09. MORAY FIRTH                ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Wi,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,10. NORTH EAST                 ,Data for Year,2016,Au,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Wi,sea bottom salinity,,-99
